EASINID,Path_type,Uncertainty,Name
R00145,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00145,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R18484,P,,ESCAPE FROM CONFINEMENT: Horticulture
R18484,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00147,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00147,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00148,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00148,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00148,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00148,P,,"TRANSPORT - STOWAWAY: Vehicles (car, train, …)"
R00149,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00149,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R18487,P,,ESCAPE FROM CONFINEMENT: Horticulture
R18487,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00150,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00150,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00151,P,,ESCAPE FROM CONFINEMENT: Pet/aquarium/terrarium species (including live food for such species)
R00151,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00152,P,,RELEASE IN NATURE: Other intentional release
R00153,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00153,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R10574,P,,UNKNOWN
R00155,P,,RELEASE IN NATURE: Erosion control / dune stabilization
R00155,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00155,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00155,P,,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00157,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00157,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00157,P,,TRANSPORT - CONTAMINANT: Food contaminant (including of live food)
R00157,P,,TRANSPORT - STOWAWAY: Other means of transport
R18486,P,,TRANSPORT - STOWAWAY: Unknown
R00159,S,,ESCAPE FROM CONFINEMENT: Horticulture
R00161,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00161,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R18485,P,,ESCAPE FROM CONFINEMENT: Horticulture
R18485,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00163,P,,TRANSPORT - CONTAMINANT: Food contaminant (including of live food)
R17433,S,,TRANSPORT - STOWAWAY: Ship/boat ballast water
R00168,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00169,S,,TRANSPORT - STOWAWAY: People and their luggage/equipment (in particular tourism)
R00169,S,,UNAIDED: Natural dispersal across borders of invasive alien species that have been introduced through pathways 1 to 5
R00171,P,HIGH,ESCAPE FROM CONFINEMENT: Agriculture (including Biofuel feedstocks)
R00171,P,HIGH,ESCAPE FROM CONFINEMENT: Horticulture
R00171,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00171,P,MEDIUM,TRANSPORT - CONTAMINANT: Seed contaminant
R00172,P,,TRANSPORT - CONTAMINANT: Contaminant nursery material
R00172,P,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00176,P,,ESCAPE FROM CONFINEMENT: Aquaculture / mariculture
R00179,P,,ESCAPE FROM CONFINEMENT: Aquaculture / mariculture
R00181,P,,ESCAPE FROM CONFINEMENT: Aquaculture / mariculture
R18245,P,,UNKNOWN
R00182,P,,ESCAPE FROM CONFINEMENT: Aquaculture / mariculture
R00183,P,,TRANSPORT - CONTAMINANT: Parasites on animals (including species transported by host and vector)
R00184,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00185,P,HIGH,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00186,P,HIGH,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00187,P,HIGH,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R17864,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R20026,P,,ESCAPE FROM CONFINEMENT: Horticulture
R20026,P,,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R20026,P,,TRANSPORT - CONTAMINANT: Timber trade
R20026,P,,"TRANSPORT - STOWAWAY: Vehicles (car, train, …)"
R00188,P,MEDIUM,TRANSPORT - CONTAMINANT: Contaminant nursery material
R00189,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16898,P,,UNKNOWN
R17639,P,,UNKNOWN
R17640,P,,UNKNOWN
R18361,P,,ESCAPE FROM CONFINEMENT: Horticulture
R18361,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00193,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00193,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00194,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00194,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00197,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00197,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00199,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00199,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R18362,P,,ESCAPE FROM CONFINEMENT: Horticulture
R18362,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00200,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00200,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00201,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00203,P,,UNKNOWN
R16899,P,,RELEASE IN NATURE: Biological control
R00206,P,,UNKNOWN
R00207,P,LOW,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00208,P,,RELEASE IN NATURE: Other intentional release
R00209,P,LOW,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R19713,P,HIGH,ESCAPE FROM CONFINEMENT: Pet/aquarium/terrarium species (including live food for such species)
R00210,P,LOW,RELEASE IN NATURE: Other intentional release
R00210,P,LOW,ESCAPE FROM CONFINEMENT: Pet/aquarium/terrarium species (including live food for such species)
R00210,P,,UNKNOWN
R19748,P,,UNKNOWN
R00212,P,,RELEASE IN NATURE: Other intentional release
R00212,P,,ESCAPE FROM CONFINEMENT: Pet/aquarium/terrarium species (including live food for such species)
R00212,P,HIGH,ESCAPE FROM CONFINEMENT: Pet/aquarium/terrarium species (including live food for such species)
R00213,P,,UNKNOWN
R00214,P,,UNKNOWN
R19667,P,LOW,TRANSPORT - STOWAWAY: Ship/boat ballast water
R19667,P,LOW,CORRIDOR: Interconnected waterways/basins/seas
R16355,P,MEDIUM,TRANSPORT - STOWAWAY: Ship/boat hull fouling
R16355,P,MEDIUM,CORRIDOR: Interconnected waterways/basins/seas
R16356,P,MEDIUM,TRANSPORT - STOWAWAY: Ship/boat hull fouling
R16356,P,MEDIUM,CORRIDOR: Interconnected waterways/basins/seas
R16357,P,MEDIUM,TRANSPORT - STOWAWAY: Ship/boat hull fouling
R16357,P,MEDIUM,CORRIDOR: Interconnected waterways/basins/seas
R00218,P,MEDIUM,TRANSPORT - CONTAMINANT: Timber trade
R00219,P,LOW,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R20263,P,,UNKNOWN
R18216,P,MEDIUM,TRANSPORT - STOWAWAY: Ship/boat ballast water
R00225,P,MEDIUM,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R18042,P,HIGH,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00226,P,LOW,ESCAPE FROM CONFINEMENT: Pet/aquarium/terrarium species (including live food for such species)
R00226,S,,TRANSPORT - STOWAWAY: Angling/fishing equipment
R00226,S,,TRANSPORT - STOWAWAY: Ship/boat ballast water
R00226,S,,TRANSPORT - STOWAWAY: Ship/boat hull fouling
R00227,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on animals (except parasites, species transported by host/vector)"
R00229,P,,UNKNOWN
R00230,P,MEDIUM,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00231,P,MEDIUM,TRANSPORT - CONTAMINANT: Timber trade
R00232,P,MEDIUM,TRANSPORT - CONTAMINANT: Timber trade
R00233,P,MEDIUM,TRANSPORT - CONTAMINANT: Timber trade
R00234,P,MEDIUM,TRANSPORT - CONTAMINANT: Timber trade
R00235,P,HIGH,TRANSPORT - CONTAMINANT: Timber trade
R18459,P,,ESCAPE FROM CONFINEMENT: Horticulture
R18459,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00237,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00237,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R17594,P,,UNKNOWN
R19108,P,,UNKNOWN
R00238,P,HIGH,TRANSPORT - STOWAWAY: Ship/boat ballast water
R00238,P,HIGH,TRANSPORT - STOWAWAY: Ship/boat hull fouling
R00239,P,,CORRIDOR: Interconnected waterways/basins/seas
R17755,P,,RELEASE IN NATURE: Other intentional release
R00242,P,,ESCAPE FROM CONFINEMENT: Agriculture (including Biofuel feedstocks)
R00242,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00242,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00243,P,,UNKNOWN
R00244,P,,UNKNOWN
R01833,P,MEDIUM,ESCAPE FROM CONFINEMENT: Farmed animals (including animals left under limited control)
R01833,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on animals (except parasites, species transported by host/vector)"
R00245,P,,ESCAPE FROM CONFINEMENT: Aquaculture / mariculture
R00246,P,,ESCAPE FROM CONFINEMENT: Aquaculture / mariculture
R00247,S,,TRANSPORT - STOWAWAY: Ship/boat ballast water
R00248,P,,UNKNOWN
R00250,P,LOW,TRANSPORT - STOWAWAY: Ship/boat ballast water
R00251,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00251,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00252,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00252,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00252,S,,TRANSPORT - STOWAWAY: People and their luggage/equipment (in particular tourism)
R16900,P,LOW,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16900,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00253,P,,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R00254,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16901,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16901,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16902,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16903,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16903,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00255,P,,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R00256,P,HIGH,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00257,P,HIGH,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00257,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00258,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00258,P,HIGH,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R17982,P,,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R00260,P,HIGH,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00260,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00261,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R16904,P,,RELEASE IN NATURE: Biological control
R00267,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R17965,P,MEDIUM,TRANSPORT - CONTAMINANT: Contaminant nursery material
R17965,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R19068,P,MEDIUM,"TRANSPORT - CONTAMINANT: Contaminant on animals (except parasites, species transported by host/vector)"
R19068,P,HIGH,TRANSPORT - STOWAWAY: Ship/boat ballast water
R19068,P,HIGH,TRANSPORT - STOWAWAY: Ship/boat hull fouling
R18489,P,,TRANSPORT - STOWAWAY: Unknown
R00276,P,,RELEASE IN NATURE: Other intentional release
R00277,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00277,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00278,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00278,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00279,P,,UNKNOWN
R00280,P,LOW,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00281,P,,TRANSPORT - CONTAMINANT: Food contaminant (including of live food)
R00283,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00283,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00283,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00284,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00284,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00284,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00285,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00285,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00285,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00286,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00286,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00286,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00287,P,,UNKNOWN
R00289,P,HIGH,TRANSPORT - CONTAMINANT: Food contaminant (including of live food)
R00289,S,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00289,P,HIGH,TRANSPORT - STOWAWAY: Hitchhikers in or on airplane
R17713,P,LOW,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R17713,P,LOW,TRANSPORT - STOWAWAY: Container / bulk
R17713,P,LOW,TRANSPORT - STOWAWAY: Hitchhikers on ship/boat (excluding ballast water and hull fouling)
R16906,P,,UNKNOWN
R16907,P,LOW,TRANSPORT - STOWAWAY: Container / bulk
R16907,P,MEDIUM,TRANSPORT - STOWAWAY: Hitchhikers on ship/boat (excluding ballast water and hull fouling)
R17656,P,LOW,TRANSPORT - STOWAWAY: People and their luggage/equipment (in particular tourism)
R00294,P,,UNKNOWN
R00299,P,,UNKNOWN
R00295,P,,UNKNOWN
R00296,P,MEDIUM,TRANSPORT - CONTAMINANT: Seed contaminant
R00296,S,,"TRANSPORT - STOWAWAY: Vehicles (car, train, …)"
R00297,P,,RELEASE IN NATURE: Other intentional release
R00297,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00298,P,,UNKNOWN
R00300,P,,TRANSPORT - CONTAMINANT: Unknown
R00300,P,,TRANSPORT - STOWAWAY: Unknown
R00301,P,,UNKNOWN
R00302,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00302,P,,"TRANSPORT - STOWAWAY: Vehicles (car, train, …)"
R00303,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00303,P,,TRANSPORT - STOWAWAY: Machinery / equipment
R00303,P,,"TRANSPORT - STOWAWAY: Vehicles (car, train, …)"
R00304,P,,TRANSPORT - CONTAMINANT: Food contaminant (including of live food)
R00304,P,,TRANSPORT - CONTAMINANT: Seed contaminant
R00305,P,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00305,P,,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00306,P,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00306,P,,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00307,P,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00307,P,,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00308,P,,"TRANSPORT - CONTAMINANT: Contaminant on plants (except parasites, species transported by host/vector)"
R00308,P,,"TRANSPORT - CONTAMINANT: Transportation of habitat material (soil, vegetation, …)"
R00309,P,,ESCAPE FROM CONFINEMENT: Horticulture
R00309,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R19745,P,,UNKNOWN
R00312,P,,RELEASE IN NATURE: Other intentional release
R16908,P,,UNKNOWN
R20137,P,,TRANSPORT - CONTAMINANT: Parasites on plants (including species transported by host and vector)
R20137,P,HIGH,TRANSPORT - CONTAMINANT: Timber trade
R00315,P,,UNKNOWN
R00317,P,,UNKNOWN
R00318,P,,UNKNOWN
R00322,P,,UNKNOWN
R00325,P,,UNKNOWN
R00327,P,,UNKNOWN
R00328,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00329,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00330,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00331,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00332,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R00333,P,,ESCAPE FROM CONFINEMENT: Ornamental purpose other than horticulture
R16522,P,,CORRIDOR: Interconnected waterways/basins/seas
R17473,P,MEDIUM,TRANSPORT - STOWAWAY: Ship/boat ballast water
R19307,P,MEDIUM,TRANSPORT - STOWAWAY: Ship/boat ballast water
R19668,P,LOW,TRANSPORT - STOWAWAY: Ship/boat ballast water
